モデルの接頭辞,feature_type,tag1,tag2,tag3,tag4,説明：属性名,データ型,同モデル内の日本語名 重複チェック,,feature_type+tag1+tag2+tag3+tag4,重複チェック,同モデル内の重複チェック,,属性名（1）_抽出,属性名（2）_抽出,属性名（3）_抽出,属性名（4）_抽出
unf,uro:Cable,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:expectedUsagePeriod,,,使用見込み期間,,,,uro:CableParkFacilityLongevityPlanuro:expectedUsagePeriod,,,,ParkFacilityLongevityPlan,uro:expectedUsagePeriod,,
unf,uro:Cable,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:repairsBeforeParkHealthAssessment.RepairsBeforeParkHealthAssessment,,,健全度調査以前に実施した補修,,,,uro:CableParkFacilityLongevityPlanRepairsBeforeParkHealthAssessment,,,,ParkFacilityLongevityPlan,RepairsBeforeParkHealthAssessment,,
unf,uro:Cable,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:repairsBeforeParkHealthAssessment.RepairsBeforeParkHealthAssessment,reapair,,補修有無,,,,uro:CableParkFacilityLongevityPlanRepairsBeforeParkHealthAssessmentreapair,,,,ParkFacilityLongevityPlan,RepairsBeforeParkHealthAssessment,reapair,
unf,uro:Cable,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:repairsBeforeParkHealthAssessment.RepairsBeforeParkHealthAssessment,repairFiscalYear,,補修実施年度,xs:gYear,,,uro:CableParkFacilityLongevityPlanRepairsBeforeParkHealthAssessmentrepairFiscalYear,,,,ParkFacilityLongevityPlan,RepairsBeforeParkHealthAssessment,repairFiscalYear,
unf,uro:Cable,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:parkHealthAssessment.ParkHealthAssessment,,,健全度調査結果,,,,uro:CableParkFacilityLongevityPlanParkHealthAssessment,,,,ParkFacilityLongevityPlan,ParkHealthAssessment,,
unf,uro:Cable,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:parkHealthAssessment.ParkHealthAssessment,assesmentFiscalYear,,年度,xs:gYear,,,uro:CableParkFacilityLongevityPlanParkHealthAssessmentassesmentFiscalYear,,,,ParkFacilityLongevityPlan,ParkHealthAssessment,assesmentFiscalYear,
unf,uro:Cable,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:parkHealthAssessment.ParkHealthAssessment,deteriarationStatus,,劣化状況,,,,uro:CableParkFacilityLongevityPlanParkHealthAssessmentdeteriarationStatus,,,,ParkFacilityLongevityPlan,ParkHealthAssessment,deteriarationStatus,
unf,uro:Cable,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:parkHealthAssessment.ParkHealthAssessment,condition,,健全度,,,,uro:CableParkFacilityLongevityPlanParkHealthAssessmentcondition,,,,ParkFacilityLongevityPlan,ParkHealthAssessment,condition,
unf,uro:Cable,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:parkHealthAssessment.ParkHealthAssessment,urgency,,緊急度,,,,uro:CableParkFacilityLongevityPlanParkHealthAssessmenturgency,,,,ParkFacilityLongevityPlan,ParkHealthAssessment,urgency,
unf,uro:Cable,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:managementType,,,管理者の名称累計,,,,uro:CableParkFacilityLongevityPlanuro:managementType,,,,ParkFacilityLongevityPlan,uro:managementType,,
unf,uro:Cable,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:expectedRenewalYearWithMeasures,,,対策を踏まえた更新見込み年度,xs:gYear,,,uro:CableParkFacilityLongevityPlanuro:expectedRenewalYearWithMeasures,,,,ParkFacilityLongevityPlan,uro:expectedRenewalYearWithMeasures,,
unf,uro:Cable,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:longevityMeasures.LongevityMeasures,,,長寿命化対策,,,,uro:CableParkFacilityLongevityPlanLongevityMeasures,,,,ParkFacilityLongevityPlan,LongevityMeasures,,
unf,uro:Cable,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:longevityMeasures.LongevityMeasures,ficcalYearForCountermeasures,,対策実施年度,xs:gYear,,,uro:CableParkFacilityLongevityPlanLongevityMeasuresficcalYearForCountermeasures,,,,ParkFacilityLongevityPlan,LongevityMeasures,ficcalYearForCountermeasures,
unf,uro:Cable,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:longevityMeasures.LongevityMeasures,countermeasuresCost.CountermeasuresCost,,対策費用,,,,uro:CableParkFacilityLongevityPlanLongevityMeasuresCountermeasuresCost,,,,ParkFacilityLongevityPlan,LongevityMeasures,CountermeasuresCost,
unf,uro:Cable,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:longevityMeasures.LongevityMeasures,countermeasuresCost.CountermeasuresCost,cost,費用,,,,uro:CableParkFacilityLongevityPlanLongevityMeasuresCountermeasuresCostcost,,,,ParkFacilityLongevityPlan,LongevityMeasures,CountermeasuresCost,cost
unf,uro:Cable,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:longevityMeasures.LongevityMeasures,countermeasuresCost.CountermeasuresCost,costUnit,費用単位,,,,uro:CableParkFacilityLongevityPlanLongevityMeasuresCountermeasuresCostcostUnit,,,,ParkFacilityLongevityPlan,LongevityMeasures,CountermeasuresCost,costUnit
unf,uro:Cable,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:longevityMeasures.LongevityMeasures,descriptin,,対策内容,,,,uro:CableParkFacilityLongevityPlanLongevityMeasuresdescriptin,,,,ParkFacilityLongevityPlan,LongevityMeasures,descriptin,
unf,uro:Cable,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:noteForLongevity,,,長寿命化に向けた特記事項,,,,uro:CableParkFacilityLongevityPlanuro:noteForLongevity,,,,ParkFacilityLongevityPlan,uro:noteForLongevity,,
unf,uro:Cable,uro:frnFacilityAttribute.MaintenanceHistoryAttribute,,,,点検工事記録,,,,uro:CableMaintenanceHistoryAttribute,,,,MaintenanceHistoryAttribute,,,
unf,uro:Cable,uro:frnFacilityAttribute.MaintenanceHistoryAttribute,uro:facilityId,,,工事・点検の対象となる施設の識別子,,,,uro:CableMaintenanceHistoryAttributeuro:facilityId,,,,MaintenanceHistoryAttribute,uro:facilityId,,
unf,uro:Cable,uro:frnFacilityAttribute.MaintenanceHistoryAttribute,uro:maintenanceType,,,点検・工事の種類,,,,uro:CableMaintenanceHistoryAttributeuro:maintenanceType,,,,MaintenanceHistoryAttribute,uro:maintenanceType,,
unf,uro:Cable,uro:frnFacilityAttribute.MaintenanceHistoryAttribute,uro:maintenanceFiscalYear,,,点検・工事を行った西暦年度,xs:gYear,,,uro:CableMaintenanceHistoryAttributeuro:maintenanceFiscalYear,,,,MaintenanceHistoryAttribute,uro:maintenanceFiscalYear,,
unf,uro:Cable,uro:frnFacilityAttribute.MaintenanceHistoryAttribute,uro:maintenanceYear,,,点検・工事を行った西暦年,xs:gYear,,,uro:CableMaintenanceHistoryAttributeuro:maintenanceYear,,,,MaintenanceHistoryAttribute,uro:maintenanceYear,,
unf,uro:Cable,uro:frnFacilityAttribute.MaintenanceHistoryAttribute,uro:maintenanceDate,,,点検・工事の日付,xs:date,,,uro:CableMaintenanceHistoryAttributeuro:maintenanceDate,,,,MaintenanceHistoryAttribute,uro:maintenanceDate,,
unf,uro:Cable,uro:frnFacilityAttribute.MaintenanceHistoryAttribute,uro:status,,,点検、工事の状況,,,,uro:CableMaintenanceHistoryAttributeuro:status,,,,MaintenanceHistoryAttribute,uro:status,,
unf,uro:Cable,uro:frnFacilityAttribute.MaintenanceHistoryAttribute,uro:description,,,点検・工事の内容,,,,uro:CableMaintenanceHistoryAttributeuro:description,,,,MaintenanceHistoryAttribute,uro:description,,
unf,uro:Cable,uro:frnDmAttribute.DmGeometricAttribute,,,,図式情報,,,,uro:CableDmGeometricAttribute,,,,DmGeometricAttribute,,,
unf,uro:Cable,uro:frnDmAttribute.DmGeometricAttribute,uro:dmCode,,,DMコード,,,,uro:CableDmGeometricAttributeuro:dmCode,,,,DmGeometricAttribute,uro:dmCode,,
unf,uro:Cable,uro:frnDmAttribute.DmGeometricAttribute,uro:meshCode,,,メッシュコード,,,,uro:CableDmGeometricAttributeuro:meshCode,,,,DmGeometricAttribute,uro:meshCode,,
unf,uro:Cable,uro:frnDmAttribute.DmGeometricAttribute,uro:dmElement.uro:DmElement,,,数値地形図要素情報,,,,uro:CableDmGeometricAttributeuro:DmElement,,,,DmGeometricAttribute,uro:DmElement,,
unf,uro:Cable,uro:frnDmAttribute.DmGeometricAttribute,uro:geometryType,,,レコードタイプ,,,,uro:CableDmGeometricAttributeuro:geometryType,,,,DmGeometricAttribute,uro:geometryType,,
unf,uro:Cable,uro:frnDmAttribute.DmGeometricAttribute,uro:mapLevel,,,地図情報レベル,,,,uro:CableDmGeometricAttributeuro:mapLevel,,,,DmGeometricAttribute,uro:mapLevel,,
unf,uro:Cable,uro:frnDmAttribute.DmGeometricAttribute,uro:shapeType,,,図形区分,,,,uro:CableDmGeometricAttributeuro:shapeType,,,,DmGeometricAttribute,uro:shapeType,,
unf,uro:Cable,uro:frnDmAttribute.DmGeometricAttribute,uro:visibility,,,可視性,,,,uro:CableDmGeometricAttributeuro:visibility,,,,DmGeometricAttribute,uro:visibility,,
unf,uro:Cable,uro:frnDmAttribute.DmGeometricAttribute,uro:is3d,,,3Dフラグ,,,,uro:CableDmGeometricAttributeuro:is3d,,,,DmGeometricAttribute,uro:is3d,,
unf,uro:Cable,uro:frnDmAttribute.DmGeometricAttribute,uro:isInstallation,,,付属図形フラグ,,,,uro:CableDmGeometricAttributeuro:isInstallation,,,,DmGeometricAttribute,uro:isInstallation,,
unf,uro:Cable,uro:frnDmAttribute.DmGeometricAttribute,uro:isEdited,,,編集フラグ,,,,uro:CableDmGeometricAttributeuro:isEdited,,,,DmGeometricAttribute,uro:isEdited,,
unf,uro:Cable,uro:frnDmAttribute.DmGeometricAttribute,uro:isSupplementarySymbol,,,補助記号フラグ,,,,uro:CableDmGeometricAttributeuro:isSupplementarySymbol,,,,DmGeometricAttribute,uro:isSupplementarySymbol,,
unf,uro:Cable,uro:frnDmAttribute.DmGeometricAttribute,uro:angle,,,角度,,,,uro:CableDmGeometricAttributeuro:angle,,,,DmGeometricAttribute,uro:angle,,
unf,uro:Cable,uro:frnDmAttribute.DmGeometricAttribute,uro:elevation,,,標高,,,,uro:CableDmGeometricAttributeuro:elevation,,,,DmGeometricAttribute,uro:elevation,,
unf,uro:Cable,uro:frnDmAttribute.DmGeometricAttribute,uro:lod0Geometry,,,図式情報,,,,uro:CableDmGeometricAttributeuro:lod0Geometry,,,,DmGeometricAttribute,uro:lod0Geometry,,
unf,uro:Cable,uro:frnDmAttribute.DmAnnotation,,,,注記情報,,,,uro:CableDmAnnotation,,,,DmAnnotation,,,
unf,uro:Cable,uro:frnDmAttribute.DmAnnotation,uro:dmCode,,,DMコード,,,,uro:CableDmAnnotationuro:dmCode,,,,DmAnnotation,uro:dmCode,,
unf,uro:Cable,uro:frnDmAttribute.DmAnnotation,uro:meshCode,,,メッシュコード,,,,uro:CableDmAnnotationuro:meshCode,,,,DmAnnotation,uro:meshCode,,
unf,uro:Cable,uro:frnDmAttribute.DmAnnotation,uro:dmElement.uro:DmElement,,,数値地形図要素情報,,,,uro:CableDmAnnotationuro:DmElement,,,,DmAnnotation,uro:DmElement,,
unf,uro:Cable,uro:frnDmAttribute.DmAnnotation,uro:geometryType,,,レコードタイプ,,,,uro:CableDmAnnotationuro:geometryType,,,,DmAnnotation,uro:geometryType,,
unf,uro:Cable,uro:frnDmAttribute.DmAnnotation,uro:shapeType,,,図形区分,,,,uro:CableDmAnnotationuro:shapeType,,,,DmAnnotation,uro:shapeType,,
unf,uro:Cable,uro:frnDmAttribute.DmAnnotation,uro:label,,,注記文字列,,,,uro:CableDmAnnotationuro:label,,,,DmAnnotation,uro:label,,
unf,uro:Cable,uro:frnDmAttribute.DmAnnotation,uro:isVertical,,,文字方向,,,,uro:CableDmAnnotationuro:isVertical,,,,DmAnnotation,uro:isVertical,,
unf,uro:Cable,uro:frnDmAttribute.DmAnnotation,uro:size,,,字大,,,,uro:CableDmAnnotationuro:size,,,,DmAnnotation,uro:size,,
unf,uro:Cable,uro:frnDmAttribute.DmAnnotation,uro:orientation,,,角度,,,,uro:CableDmAnnotationuro:orientation,,,,DmAnnotation,uro:orientation,,
unf,uro:Cable,uro:frnDmAttribute.DmAnnotation,uro:linewidth,,,線号,,,,uro:CableDmAnnotationuro:linewidth,,,,DmAnnotation,uro:linewidth,,
unf,uro:Cable,uro:frnDmAttribute.DmAnnotation,uro:spacing,,,字隔,,,,uro:CableDmAnnotationuro:spacing,,,,DmAnnotation,uro:spacing,,
unf,uro:Cable,uro:frnDmAttribute.DmAnnotation,uro:lod0AnchorPoint,,,挿入位置,,,,uro:CableDmAnnotationuro:lod0AnchorPoint,,,,DmAnnotation,uro:lod0AnchorPoint,,
unf,uro:Cable,uro:occupierType,,,,事業者区分,,,,uro:Cableuro:occupierType,,,,uro:occupierType,,,
unf,uro:Cable,uro:occupierName,,,,事業者名,,,,uro:Cableuro:occupierName,,,,uro:occupierName,,,
unf,uro:Cable,uro:year,,,,埋設年度,xs:gYear,,,uro:Cableuro:year,,,,uro:year,,,
unf,uro:Cable,uro:yearType,,,,確からしさ,xs:gYear,,,uro:Cableuro:yearType,,,,uro:yearType,,,
unf,uro:Cable,uro:offsetDepth,,,,オフセットデプス,,,,uro:Cableuro:offsetDepth,,,,uro:offsetDepth,,,
unf,uro:Cable,uro:offsetDepth,uro:pos,,,位置,,,,uro:Cableuro:offsetDepthuro:pos,,,,uro:offsetDepth,uro:pos,,
unf,uro:Cable,uro:offsetDepth,uro:depth,,,深さ,,,,uro:Cableuro:offsetDepthuro:depth,,,,uro:offsetDepth,uro:depth,,
unf,uro:Cable,uro:offsetDepth,uro:maxDepth,,,最大深さ,,,,uro:Cableuro:offsetDepthuro:maxDepth,,,,uro:offsetDepth,uro:maxDepth,,
unf,uro:Cable,uro:offsetDepth,uro:minDepth,,,最小深さ,,,,uro:Cableuro:offsetDepthuro:minDepth,,,,uro:offsetDepth,uro:minDepth,,
unf,uro:Cable,uro:offsetDepth,uro:offset,,,オフセット量,,,,uro:Cableuro:offsetDepthuro:offset,,,,uro:offsetDepth,uro:offset,,
unf,uro:Cable,uro:thematicShape,,,,主題図形,,,,uro:Cableuro:thematicShape,,,,uro:thematicShape,,,
unf,uro:Cable,uro:thematicShape,(uro:horizontalType),,,水平位置の種類,,,,uro:Cableuro:thematicShape(uro:horizontalType),,,,uro:thematicShape,(uro:horizontalType),,
unf,uro:Cable,uro:thematicShape,uro:heightType,,,垂直位置の種類,,,,uro:Cableuro:thematicShapeuro:heightType,,,,uro:thematicShape,uro:heightType,,
unf,uro:Cable,uro:thematicShape,uro:shape,,,主題図形,,,,uro:Cableuro:thematicShapeuro:shape,,,,uro:thematicShape,uro:shape,,
unf,uro:Cable,uro:routeStartNode,,,,路線開始ノード,,,,uro:Cableuro:routeStartNode,,,,uro:routeStartNode,,,
unf,uro:Cable,uro:startNode,,,,開始ノード,,,,uro:Cableuro:startNode,,,,uro:startNode,,,
unf,uro:Cable,uro:routeEndNode,,,,路線終了ノード,,,,uro:Cableuro:routeEndNode,,,,uro:routeEndNode,,,
unf,uro:Cable,uro:endNode,,,,終了ノード,,,,uro:Cableuro:endNode,,,,uro:endNode,,,
unf,uro:Cable,uro:depth,,,,深さ,,,,uro:Cableuro:depth,,,,uro:depth,,,
unf,uro:Cable,uro:minDepth,,,,最小深さ,,,,uro:Cableuro:minDepth,,,,uro:minDepth,,,
unf,uro:Cable,uro:maxDepth,,,,最大深さ,,,,uro:Cableuro:maxDepth,,,,uro:maxDepth,,,
unf,uro:Cable,uro:maxWidth,,,,最大幅,,,,uro:Cableuro:maxWidth,,,,uro:maxWidth,,,
unf,uro:Cable,uro:offset,,,,オフセット量,,,,uro:Cableuro:offset,,,,uro:offset,,,
unf,uro:Cable,uro:material,,,,管渠材質の種類,,,,uro:Cableuro:material,,,,uro:material,,,
unf,uro:Cable,uro:lengthAttribute,,,,長さ,,,,uro:Cableuro:lengthAttribute,,,,uro:lengthAttribute,,,
unf,uro:Cable,uro:lengthAttribute,uro:length,,,延長,,,,uro:Cableuro:lengthAttributeuro:length,,,,uro:lengthAttribute,uro:length,,
unf,uro:Cable,uro:lengthAttribute,uro:measureType,,,計測方法,,,,uro:Cableuro:lengthAttributeuro:measureType,,,,uro:lengthAttribute,uro:measureType,,
unf,uro:Cable,uro:lengthAttribute,uro:phaseType,,,計測段階,,,,uro:Cableuro:lengthAttributeuro:phaseType,,,,uro:lengthAttribute,uro:phaseType,,
unf,uro:Cable,columns,,,,列数,,,,uro:Cablecolumns,,,,columns,,,
unf,uro:Cable,rows,,,,段数,,,,uro:Cablerows,,,,rows,,,
unf,uro:Cable,cables,,,,条数,,,,uro:Cablecables,,,,cables,,,
unf,uro:Duct,,,,,保護設備（トラフ等）,,,,uro:Duct,,,,,,,
unf,uro:Duct,gml:description,,,,説明,,,,uro:Ductgml:description,,,,gml:description,,,
unf,uro:Duct,gml:name,,,,名称,,,,uro:Ductgml:name,,,,gml:name,,,
unf,uro:Duct,(gml:boundedBy),,,,範囲,,,,uro:Duct(gml:boundedBy),,,,(gml:boundedBy),,,
unf,uro:Duct,core:creationDate,,,,データ作成日,xs:date,,,uro:Ductcore:creationDate,,,,core:creationDate,,,
unf,uro:Duct,core:terminationDate,,,,データ削除日,xs:date,,,uro:Ductcore:terminationDate,,,,core:terminationDate,,,
unf,uro:Duct,(core:relativeToTerrain),,,,地表との関係,,,,uro:Duct(core:relativeToTerrain),,,,(core:relativeToTerrain),,,
unf,uro:Duct,(core:relativeToWater),,,,水面との関係,,,,uro:Duct(core:relativeToWater),,,,(core:relativeToWater),,,
unf,uro:Duct,gen:stringAttribute,,,,汎用属性（文字列）,,,,uro:Ductgen:stringAttribute,,,,gen:stringAttribute,,,
unf,uro:Duct,gen:intAttribute,,,,汎用属性（整数）,,,,uro:Ductgen:intAttribute,,,,gen:intAttribute,,,
unf,uro:Duct,gen:doubleAttribute,,,,汎用属性（実数）,,,,uro:Ductgen:doubleAttribute,,,,gen:doubleAttribute,,,
unf,uro:Duct,gen:dateAttribute,,,,汎用属性（日付）,,,,uro:Ductgen:dateAttribute,,,,gen:dateAttribute,,,
unf,uro:Duct,gen:uriAttribute,,,,汎用属性（URI）,,,,uro:Ductgen:uriAttribute,,,,gen:uriAttribute,,,
unf,uro:Duct,gen:measureAttribute,,,,汎用属性（単位付き計測値）,,,,uro:Ductgen:measureAttribute,,,,gen:measureAttribute,,,
unf,uro:Duct,gen:genericAttributeSet,,,,汎用属性セット,,,,uro:Ductgen:genericAttributeSet,,,,gen:genericAttributeSet,,,
unf,uro:Duct,(frn:class),,,,分類,,,,uro:Duct(frn:class),,,,(frn:class),,,
unf,uro:Duct,frn:function,,,,機能,,,,uro:Ductfrn:function,,,,frn:function,,,
unf,uro:Duct,(frn:usage),,,,用途,,,,uro:Duct(frn:usage),,,,(frn:usage),,,
unf,uro:Duct,frn:lod1Geometry,,,,lod1幾何,,,,uro:Ductfrn:lod1Geometry,,,,frn:lod1Geometry,,,
unf,uro:Duct,frn:lod2Geometry,,,,lod2幾何,,,,uro:Ductfrn:lod2Geometry,,,,frn:lod2Geometry,,,
unf,uro:Duct,frn:lod3Geometry,,,,lod3幾何,,,,uro:Ductfrn:lod3Geometry,,,,frn:lod3Geometry,,,
unf,uro:Duct,frn:lod4Geometry,,,,lod4幾何,,,,uro:Ductfrn:lod4Geometry,,,,frn:lod4Geometry,,,
unf,uro:Duct,uro:cityFurnitureDetailAttribute,,,,都市設備詳細情報,,,,uro:Ducturo:cityFurnitureDetailAttribute,,,,uro:cityFurnitureDetailAttribute,,,
unf,uro:Duct,uro:cityFurnitureDetailAttribute,uro:facilityType,,,施設詳細区分,,,,uro:Ducturo:cityFurnitureDetailAttributeuro:facilityType,,,,uro:cityFurnitureDetailAttribute,uro:facilityType,,
unf,uro:Duct,uro:cityFurnitureDetailAttribute,uro:description,,,施設内容,,,,uro:Ducturo:cityFurnitureDetailAttributeuro:description,,,,uro:cityFurnitureDetailAttribute,uro:description,,
unf,uro:Duct,uro:cityFurnitureDataQualityAttribute,,,,データ品質属性,,,,uro:Ducturo:cityFurnitureDataQualityAttribute,,,,uro:cityFurnitureDataQualityAttribute,,,
unf,uro:Duct,uro:cityFurnitureDataQualityAttribute,uro:srcScale,,,地図情報レベル,,,,uro:Ducturo:cityFurnitureDataQualityAttributeuro:srcScale,,,,uro:cityFurnitureDataQualityAttribute,uro:srcScale,,
unf,uro:Duct,uro:cityFurnitureDataQualityAttribute,uro:geometrySrcDesc,,,幾何属性作成方法,,,,uro:Ducturo:cityFurnitureDataQualityAttributeuro:geometrySrcDesc,,,,uro:cityFurnitureDataQualityAttribute,uro:geometrySrcDesc,,
unf,uro:Duct,uro:cityFurnitureDataQualityAttribute,uro:thematicSrcDesc,,,主題属性作成方法,,,,uro:Ducturo:cityFurnitureDataQualityAttributeuro:thematicSrcDesc,,,,uro:cityFurnitureDataQualityAttribute,uro:thematicSrcDesc,,
unf,uro:Duct,uro:cityFurnitureDataQualityAttribute,uro:appearanceSrcDesc,,,テクスチャ作成方法,,,,uro:Ducturo:cityFurnitureDataQualityAttributeuro:appearanceSrcDesc,,,,uro:cityFurnitureDataQualityAttribute,uro:appearanceSrcDesc,,
unf,uro:Duct,uro:cityFurnitureDataQualityAttribute,uro:lodType,,,詳細LOD,,,,uro:Ducturo:cityFurnitureDataQualityAttributeuro:lodType,,,,uro:cityFurnitureDataQualityAttribute,uro:lodType,,
unf,uro:Duct,uro:frnFacilityTypeAttribute,,,,施設分類属性,,,,uro:Ducturo:frnFacilityTypeAttribute,,,,uro:frnFacilityTypeAttribute,,,
unf,uro:Duct,uro:frnFacilityTypeAttribute,uro:class,,,分野,,,,uro:Ducturo:frnFacilityTypeAttributeuro:class,,,,uro:frnFacilityTypeAttribute,uro:class,,
unf,uro:Duct,uro:frnFacilityTypeAttribute,uro:function,,,施設区分,,,,uro:Ducturo:frnFacilityTypeAttributeuro:function,,,,uro:frnFacilityTypeAttribute,uro:function,,
unf,uro:Duct,uro:frnFacilityIdAttribute.uro:FacilityIdAttribute,,,,施設識別属性,,,,uro:Ducturo:FacilityIdAttribute,,,,uro:FacilityIdAttribute,,,
unf,uro:Duct,uro:frnFacilityIdAttribute.uro:FacilityIdAttribute,uro:id,,,識別子,,,,uro:Ducturo:FacilityIdAttributeuro:id,,,,uro:FacilityIdAttribute,uro:id,,
unf,uro:Duct,uro:frnFacilityIdAttribute.uro:FacilityIdAttribute,uro:partId,,,部分ID,,,,uro:Ducturo:FacilityIdAttributeuro:partId,,,,uro:FacilityIdAttribute,uro:partId,,
unf,uro:Duct,uro:frnFacilityIdAttribute.uro:FacilityIdAttribute,uro:branchId,,,枝番,,,,uro:Ducturo:FacilityIdAttributeuro:branchId,,,,uro:FacilityIdAttribute,uro:branchId,,
unf,uro:Duct,uro:frnFacilityIdAttribute.uro:FacilityIdAttribute,uro:prefecture,,,都道府県,,,,uro:Ducturo:FacilityIdAttributeuro:prefecture,,,,uro:FacilityIdAttribute,uro:prefecture,,
unf,uro:Duct,uro:frnFacilityIdAttribute.uro:FacilityIdAttribute,uro:city,,,市区町村,,,,uro:Ducturo:FacilityIdAttributeuro:city,,,,uro:FacilityIdAttribute,uro:city,,
unf,uro:Duct,uro:frnFacilityIdAttribute.uro:FacilityIdAttribute,uro:route,,,路線,,,,uro:Ducturo:FacilityIdAttributeuro:route,,,,uro:FacilityIdAttribute,uro:route,,
unf,uro:Duct,uro:frnFacilityIdAttribute.uro:FacilityIdAttribute,uro:startPost,,,起点側距離標,,,,uro:Ducturo:FacilityIdAttributeuro:startPost,,,,uro:FacilityIdAttribute,uro:startPost,,
unf,uro:Duct,uro:frnFacilityIdAttribute.uro:FacilityIdAttribute,uro:endPost,,,終点側距離標,,,,uro:Ducturo:FacilityIdAttributeuro:endPost,,,,uro:FacilityIdAttribute,uro:endPost,,
unf,uro:Duct,uro:frnFacilityIdAttribute.uro:FacilityIdAttribute,uro:startLat,,,起点経度,,,,uro:Ducturo:FacilityIdAttributeuro:startLat,,,,uro:FacilityIdAttribute,uro:startLat,,
unf,uro:Duct,uro:frnFacilityIdAttribute.uro:FacilityIdAttribute,uro:startLong,,,起点緯度,,,,uro:Ducturo:FacilityIdAttributeuro:startLong,,,,uro:FacilityIdAttribute,uro:startLong,,
unf,uro:Duct,uro:frnFacilityIdAttribute.uro:FacilityIdAttribute,uro:alternativeName,,,その他の名称,,,,uro:Ducturo:FacilityIdAttributeuro:alternativeName,,,,uro:FacilityIdAttribute,uro:alternativeName,,
unf,uro:Duct,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,,,,施設識別属性（河川管理施設）,,,,uro:Ducturo:RiverFacilityIdAttribute,,,,uro:RiverFacilityIdAttribute,,,
unf,uro:Duct,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:id,,,識別子,,,,uro:Ducturo:RiverFacilityIdAttributeuro:id,,,,uro:RiverFacilityIdAttribute,uro:id,,
unf,uro:Duct,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,(uro:partID),,,部分ID,,,,uro:Ducturo:RiverFacilityIdAttribute(uro:partID),,,,uro:RiverFacilityIdAttribute,(uro:partID),,
unf,uro:Duct,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:branchID,,,枝番,,,,uro:Ducturo:RiverFacilityIdAttributeuro:branchID,,,,uro:RiverFacilityIdAttribute,uro:branchID,,
unf,uro:Duct,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:prefecture,,,都道府県,,,,uro:Ducturo:RiverFacilityIdAttributeuro:prefecture,,,,uro:RiverFacilityIdAttribute,uro:prefecture,,
unf,uro:Duct,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:city,,,市区町村,,,,uro:Ducturo:RiverFacilityIdAttributeuro:city,,,,uro:RiverFacilityIdAttribute,uro:city,,
unf,uro:Duct,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,(uro:route),,,路線,,,,uro:Ducturo:RiverFacilityIdAttribute(uro:route),,,,uro:RiverFacilityIdAttribute,(uro:route),,
unf,uro:Duct,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,(uro:startPost),,,起点側距離標,,,,uro:Ducturo:RiverFacilityIdAttribute(uro:startPost),,,,uro:RiverFacilityIdAttribute,(uro:startPost),,
unf,uro:Duct,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,(uro:endPost),,,終点側距離標,,,,uro:Ducturo:RiverFacilityIdAttribute(uro:endPost),,,,uro:RiverFacilityIdAttribute,(uro:endPost),,
unf,uro:Duct,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,(uro:startLat),,,起点経度,,,,uro:Ducturo:RiverFacilityIdAttribute(uro:startLat),,,,uro:RiverFacilityIdAttribute,(uro:startLat),,
unf,uro:Duct,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,(uro:startLong),,,起点緯度,,,,uro:Ducturo:RiverFacilityIdAttribute(uro:startLong),,,,uro:RiverFacilityIdAttribute,(uro:startLong),,
unf,uro:Duct,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:alternativeName,,,その他の名称,,,,uro:Ducturo:RiverFacilityIdAttributeuro:alternativeName,,,,uro:RiverFacilityIdAttribute,uro:alternativeName,,
