モデルの接頭辞,feature_type,tag1,tag2,tag3,tag4,説明：属性名,データ型,同モデル内の日本語名 重複チェック,,feature_type+tag1+tag2+tag3+tag4,重複チェック,同モデル内の重複チェック,,属性名（1）_抽出,属性名（2）_抽出,属性名（3）_抽出,属性名（4）_抽出
urf,urf:TreePlantingDistrict,(gml:boundedBy),,,,範囲,,,,urf:TreePlantingDistrict(gml:boundedBy),,,,(gml:boundedBy),,,
urf,urf:TreePlantingDistrict,core:creationDate,,,,データ作成日,xs:date,,,urf:TreePlantingDistrictcore:creationDate,,,,core:creationDate,,,
urf,urf:TreePlantingDistrict,core:terminationDate,,,,データ削除日,xs:date,,,urf:TreePlantingDistrictcore:terminationDate,,,,core:terminationDate,,,
urf,urf:TreePlantingDistrict,(core:relativeToTerrain),,,,地表との関係,,,,urf:TreePlantingDistrict(core:relativeToTerrain),,,,(core:relativeToTerrain),,,
urf,urf:TreePlantingDistrict,(core:relativeToWater),,,,水面との関係,,,,urf:TreePlantingDistrict(core:relativeToWater),,,,(core:relativeToWater),,,
urf,urf:TreePlantingDistrict,(urf:class),,,,分類,,,,urf:TreePlantingDistrict(urf:class),,,,(urf:class),,,
urf,urf:TreePlantingDistrict,urf:function,,,,地域地区の種類,,,,urf:TreePlantingDistricturf:function,,,,urf:function,,,
urf,urf:TreePlantingDistrict,(urf:usage),,,,用途,,,,urf:TreePlantingDistrict(urf:usage),,,,(urf:usage),,,
urf,urf:TreePlantingDistrict,urf:validFrom,,,,効力を生じる日,xs:date,,,urf:TreePlantingDistricturf:validFrom,,,,urf:validFrom,,,
urf,urf:TreePlantingDistrict,urf:validFromType,,,,効力を生じる日の区分,,,,urf:TreePlantingDistricturf:validFromType,,,,urf:validFromType,,,
urf,urf:TreePlantingDistrict,urf:enactmentFiscalYear,,,,決定年度,xs:gYear,,,urf:TreePlantingDistricturf:enactmentFiscalYear,,,,urf:enactmentFiscalYear,,,
urf,urf:TreePlantingDistrict,urf:validTo,,,,効力を失う日,xs:date,,,urf:TreePlantingDistricturf:validTo,,,,urf:validTo,,,
urf,urf:TreePlantingDistrict,urf:validToType,,,,効力を失う日の区分,,,,urf:TreePlantingDistricturf:validToType,,,,urf:validToType,,,
urf,urf:TreePlantingDistrict,urf:expirationFiscalYear,,,,廃止年度,xs:gYear,,,urf:TreePlantingDistricturf:expirationFiscalYear,,,,urf:expirationFiscalYear,,,
urf,urf:TreePlantingDistrict,urf:legalGrounds,,,,法的背景,,,,urf:TreePlantingDistricturf:legalGrounds,,,,urf:legalGrounds,,,
urf,urf:TreePlantingDistrict,urf:custodian,,,,決定者,,,,urf:TreePlantingDistricturf:custodian,,,,urf:custodian,,,
urf,urf:TreePlantingDistrict,urf:notificationNumber,,,,告示番号（当初）,,,,urf:TreePlantingDistricturf:notificationNumber,,,,urf:notificationNumber,,,
urf,urf:TreePlantingDistrict,urf:finalNotificationNumber,,,,告示番号（最終）,,,,urf:TreePlantingDistricturf:finalNotificationNumber,,,,urf:finalNotificationNumber,,,
urf,urf:TreePlantingDistrict,urf:finalNotificationDate,,,,告示日（最終）,xs:date,,,urf:TreePlantingDistricturf:finalNotificationDate,,,,urf:finalNotificationDate,,,
urf,urf:TreePlantingDistrict,urf:urbanPlanType,,,,都市計画区域,,,,urf:TreePlantingDistricturf:urbanPlanType,,,,urf:urbanPlanType,,,
urf,urf:TreePlantingDistrict,urf:areaClassificationType,,,,区域区分,,,,urf:TreePlantingDistricturf:areaClassificationType,,,,urf:areaClassificationType,,,
urf,urf:TreePlantingDistrict,urf:nominalArea,,,,面積,,,,urf:TreePlantingDistricturf:nominalArea,,,,urf:nominalArea,,,
urf,urf:TreePlantingDistrict,urf:prefecture,,,,都道府県名,,,,urf:TreePlantingDistricturf:prefecture,,,,urf:prefecture,,,
urf,urf:TreePlantingDistrict,urf:city,,,,市区町村名,,,,urf:TreePlantingDistricturf:city,,,,urf:city,,,
urf,urf:TreePlantingDistrict,urf:reference,,,,参考,,,,urf:TreePlantingDistricturf:reference,,,,urf:reference,,,
urf,urf:TreePlantingDistrict,urf:reason,,,,理由,,,,urf:TreePlantingDistricturf:reason,,,,urf:reason,,,
urf,urf:TreePlantingDistrict,urf:note,,,,備考,,,,urf:TreePlantingDistricturf:note,,,,urf:note,,,
urf,urf:TreePlantingDistrict,(urf:surveyYear),,,,調査年度,xs:gYear,,,urf:TreePlantingDistrict(urf:surveyYear),,,,(urf:surveyYear),,,
urf,urf:TreePlantingDistrict,urf:lod1MultiSurface,,,,LOD1面（区域）,,,,urf:TreePlantingDistricturf:lod1MultiSurface,,,,urf:lod1MultiSurface,,,
urf,urf:TreePlantingDistrict,urf:boundary.Boundary,,,,境界,,,,urf:TreePlantingDistrictBoundary,,,,Boundary,,,
urf,urf:TreePlantingDistrict,urf:boundary.Boundary,(urf:class),,,区分,,,,urf:TreePlantingDistrictBoundary(urf:class),,,,Boundary,(urf:class),,
urf,urf:TreePlantingDistrict,urf:boundary.Boundary,urf:function,,,境界線の種類,,,,urf:TreePlantingDistrictBoundaryurf:function,,,,Boundary,urf:function,,
urf,urf:TreePlantingDistrict,urf:boundary.Boundary,urf:usage,,,区域の種類,,,,urf:TreePlantingDistrictBoundaryurf:usage,,,,Boundary,urf:usage,,
urf,urf:TreePlantingDistrict,urf:boundary.Boundary,urf:offset,,,オフセット量,,,,urf:TreePlantingDistrictBoundaryurf:offset,,,,Boundary,urf:offset,,
urf,urf:TreePlantingDistrict,urf:boundary.Boundary,urf:offsetDirection,,,オフセット向き,,,,urf:TreePlantingDistrictBoundaryurf:offsetDirection,,,,Boundary,urf:offsetDirection,,
urf,urf:TreePlantingDistrict,urf:boundary.Boundary,urf:location,,,境界線位置,,,,urf:TreePlantingDistrictBoundaryurf:location,,,,Boundary,urf:location,,
urf,urf:TreePlantingDistrict,urf:location,,,,位置,,,,urf:TreePlantingDistricturf:location,,,,urf:location,,,
urf,urf:TreePlantingDistrict,urf:areaInTotal,,,,面積（合計）,,,,urf:TreePlantingDistricturf:areaInTotal,,,,urf:areaInTotal,,,
urf,urf:TreePlantingDistrict,urf:minimumGreeningRate,,,,緑化率の最低限度,,,,urf:TreePlantingDistricturf:minimumGreeningRate,,,,urf:minimumGreeningRate,,,
urf,urf:DistributionBusinessZone,,,,,流通業務地区,,,,urf:DistributionBusinessZone,,,,,,,
urf,urf:DistributionBusinessZone,gml:description,,,,説明,,,,urf:DistributionBusinessZonegml:description,,,,gml:description,,,
urf,urf:DistributionBusinessZone,gml:name,,,,名称,,,,urf:DistributionBusinessZonegml:name,,,,gml:name,,,
urf,urf:DistributionBusinessZone,(gml:boundedBy),,,,範囲,,,,urf:DistributionBusinessZone(gml:boundedBy),,,,(gml:boundedBy),,,
urf,urf:DistributionBusinessZone,core:creationDate,,,,データ作成日,xs:date,,,urf:DistributionBusinessZonecore:creationDate,,,,core:creationDate,,,
urf,urf:DistributionBusinessZone,core:terminationDate,,,,データ削除日,xs:date,,,urf:DistributionBusinessZonecore:terminationDate,,,,core:terminationDate,,,
urf,urf:DistributionBusinessZone,(core:relativeToTerrain),,,,地表との関係,,,,urf:DistributionBusinessZone(core:relativeToTerrain),,,,(core:relativeToTerrain),,,
urf,urf:DistributionBusinessZone,(core:relativeToWater),,,,水面との関係,,,,urf:DistributionBusinessZone(core:relativeToWater),,,,(core:relativeToWater),,,
urf,urf:DistributionBusinessZone,(urf:class),,,,分類,,,,urf:DistributionBusinessZone(urf:class),,,,(urf:class),,,
urf,urf:DistributionBusinessZone,urf:function,,,,地域地区の種類,,,,urf:DistributionBusinessZoneurf:function,,,,urf:function,,,
urf,urf:DistributionBusinessZone,(urf:usage),,,,用途,,,,urf:DistributionBusinessZone(urf:usage),,,,(urf:usage),,,
urf,urf:DistributionBusinessZone,urf:validFrom,,,,効力を生じる日,xs:date,,,urf:DistributionBusinessZoneurf:validFrom,,,,urf:validFrom,,,
urf,urf:DistributionBusinessZone,urf:validFromType,,,,効力を生じる日の区分,,,,urf:DistributionBusinessZoneurf:validFromType,,,,urf:validFromType,,,
urf,urf:DistributionBusinessZone,urf:enactmentFiscalYear,,,,決定年度,xs:gYear,,,urf:DistributionBusinessZoneurf:enactmentFiscalYear,,,,urf:enactmentFiscalYear,,,
urf,urf:DistributionBusinessZone,urf:validTo,,,,効力を失う日,xs:date,,,urf:DistributionBusinessZoneurf:validTo,,,,urf:validTo,,,
urf,urf:DistributionBusinessZone,urf:validToType,,,,効力を失う日の区分,,,,urf:DistributionBusinessZoneurf:validToType,,,,urf:validToType,,,
urf,urf:DistributionBusinessZone,urf:expirationFiscalYear,,,,廃止年度,xs:gYear,,,urf:DistributionBusinessZoneurf:expirationFiscalYear,,,,urf:expirationFiscalYear,,,
urf,urf:DistributionBusinessZone,urf:legalGrounds,,,,法的背景,,,,urf:DistributionBusinessZoneurf:legalGrounds,,,,urf:legalGrounds,,,
urf,urf:DistributionBusinessZone,urf:custodian,,,,決定者,,,,urf:DistributionBusinessZoneurf:custodian,,,,urf:custodian,,,
urf,urf:DistributionBusinessZone,urf:notificationNumber,,,,告示番号（当初）,,,,urf:DistributionBusinessZoneurf:notificationNumber,,,,urf:notificationNumber,,,
urf,urf:DistributionBusinessZone,urf:finalNotificationNumber,,,,告示番号（最終）,,,,urf:DistributionBusinessZoneurf:finalNotificationNumber,,,,urf:finalNotificationNumber,,,
urf,urf:DistributionBusinessZone,urf:finalNotificationDate,,,,告示日（最終）,xs:date,,,urf:DistributionBusinessZoneurf:finalNotificationDate,,,,urf:finalNotificationDate,,,
urf,urf:DistributionBusinessZone,urf:urbanPlanType,,,,都市計画区域,,,,urf:DistributionBusinessZoneurf:urbanPlanType,,,,urf:urbanPlanType,,,
urf,urf:DistributionBusinessZone,urf:areaClassificationType,,,,区域区分,,,,urf:DistributionBusinessZoneurf:areaClassificationType,,,,urf:areaClassificationType,,,
urf,urf:DistributionBusinessZone,urf:nominalArea,,,,面積,,,,urf:DistributionBusinessZoneurf:nominalArea,,,,urf:nominalArea,,,
urf,urf:DistributionBusinessZone,urf:prefecture,,,,都道府県名,,,,urf:DistributionBusinessZoneurf:prefecture,,,,urf:prefecture,,,
urf,urf:DistributionBusinessZone,urf:city,,,,市区町村名,,,,urf:DistributionBusinessZoneurf:city,,,,urf:city,,,
urf,urf:DistributionBusinessZone,urf:reference,,,,参考,,,,urf:DistributionBusinessZoneurf:reference,,,,urf:reference,,,
urf,urf:DistributionBusinessZone,urf:reason,,,,理由,,,,urf:DistributionBusinessZoneurf:reason,,,,urf:reason,,,
urf,urf:DistributionBusinessZone,urf:note,,,,備考,,,,urf:DistributionBusinessZoneurf:note,,,,urf:note,,,
urf,urf:DistributionBusinessZone,(urf:surveyYear),,,,調査年度,xs:gYear,,,urf:DistributionBusinessZone(urf:surveyYear),,,,(urf:surveyYear),,,
urf,urf:DistributionBusinessZone,urf:lod1MultiSurface,,,,LOD1面（区域）,,,,urf:DistributionBusinessZoneurf:lod1MultiSurface,,,,urf:lod1MultiSurface,,,
urf,urf:DistributionBusinessZone,urf:boundary.Boundary,,,,境界,,,,urf:DistributionBusinessZoneBoundary,,,,Boundary,,,
urf,urf:DistributionBusinessZone,urf:boundary.Boundary,(urf:class),,,区分,,,,urf:DistributionBusinessZoneBoundary(urf:class),,,,Boundary,(urf:class),,
urf,urf:DistributionBusinessZone,urf:boundary.Boundary,urf:function,,,境界線の種類,,,,urf:DistributionBusinessZoneBoundaryurf:function,,,,Boundary,urf:function,,
urf,urf:DistributionBusinessZone,urf:boundary.Boundary,urf:usage,,,区域の種類,,,,urf:DistributionBusinessZoneBoundaryurf:usage,,,,Boundary,urf:usage,,
urf,urf:DistributionBusinessZone,urf:boundary.Boundary,urf:offset,,,オフセット量,,,,urf:DistributionBusinessZoneBoundaryurf:offset,,,,Boundary,urf:offset,,
urf,urf:DistributionBusinessZone,urf:boundary.Boundary,urf:offsetDirection,,,オフセット向き,,,,urf:DistributionBusinessZoneBoundaryurf:offsetDirection,,,,Boundary,urf:offsetDirection,,
urf,urf:DistributionBusinessZone,urf:boundary.Boundary,urf:location,,,境界線位置,,,,urf:DistributionBusinessZoneBoundaryurf:location,,,,Boundary,urf:location,,
urf,urf:DistributionBusinessZone,urf:location,,,,位置,,,,urf:DistributionBusinessZoneurf:location,,,,urf:location,,,
urf,urf:DistributionBusinessZone,urf:areaInTotal,,,,面積（合計）,,,,urf:DistributionBusinessZoneurf:areaInTotal,,,,urf:areaInTotal,,,
urf,urf:DistributionBusinessZone,urf:guidelinePublicationDate,,,,基本方針が定められた日,xs:date,,,urf:DistributionBusinessZoneurf:guidelinePublicationDate,,,,urf:guidelinePublicationDate,,,
urf,urf:ProductiveGreenZone,,,,,生産緑地地区,,,,urf:ProductiveGreenZone,,,,,,,
urf,urf:ProductiveGreenZone,gml:description,,,,説明,,,,urf:ProductiveGreenZonegml:description,,,,gml:description,,,
urf,urf:ProductiveGreenZone,gml:name,,,,名称,,,,urf:ProductiveGreenZonegml:name,,,,gml:name,,,
urf,urf:ProductiveGreenZone,(gml:boundedBy),,,,範囲,,,,urf:ProductiveGreenZone(gml:boundedBy),,,,(gml:boundedBy),,,
urf,urf:ProductiveGreenZone,core:creationDate,,,,データ作成日,xs:date,,,urf:ProductiveGreenZonecore:creationDate,,,,core:creationDate,,,
urf,urf:ProductiveGreenZone,core:terminationDate,,,,データ削除日,xs:date,,,urf:ProductiveGreenZonecore:terminationDate,,,,core:terminationDate,,,
urf,urf:ProductiveGreenZone,(core:relativeToTerrain),,,,地表との関係,,,,urf:ProductiveGreenZone(core:relativeToTerrain),,,,(core:relativeToTerrain),,,
urf,urf:ProductiveGreenZone,(core:relativeToWater),,,,水面との関係,,,,urf:ProductiveGreenZone(core:relativeToWater),,,,(core:relativeToWater),,,
urf,urf:ProductiveGreenZone,(urf:class),,,,分類,,,,urf:ProductiveGreenZone(urf:class),,,,(urf:class),,,
urf,urf:ProductiveGreenZone,urf:function,,,,地域地区の種類,,,,urf:ProductiveGreenZoneurf:function,,,,urf:function,,,
urf,urf:ProductiveGreenZone,(urf:usage),,,,用途,,,,urf:ProductiveGreenZone(urf:usage),,,,(urf:usage),,,
urf,urf:ProductiveGreenZone,urf:validFrom,,,,効力を生じる日,xs:date,,,urf:ProductiveGreenZoneurf:validFrom,,,,urf:validFrom,,,
urf,urf:ProductiveGreenZone,urf:validFromType,,,,効力を生じる日の区分,,,,urf:ProductiveGreenZoneurf:validFromType,,,,urf:validFromType,,,
urf,urf:ProductiveGreenZone,urf:enactmentFiscalYear,,,,決定年度,xs:gYear,,,urf:ProductiveGreenZoneurf:enactmentFiscalYear,,,,urf:enactmentFiscalYear,,,
urf,urf:ProductiveGreenZone,urf:validTo,,,,効力を失う日,xs:date,,,urf:ProductiveGreenZoneurf:validTo,,,,urf:validTo,,,
urf,urf:ProductiveGreenZone,urf:validToType,,,,効力を失う日の区分,,,,urf:ProductiveGreenZoneurf:validToType,,,,urf:validToType,,,
urf,urf:ProductiveGreenZone,urf:expirationFiscalYear,,,,廃止年度,xs:gYear,,,urf:ProductiveGreenZoneurf:expirationFiscalYear,,,,urf:expirationFiscalYear,,,
urf,urf:ProductiveGreenZone,urf:legalGrounds,,,,法的背景,,,,urf:ProductiveGreenZoneurf:legalGrounds,,,,urf:legalGrounds,,,
urf,urf:ProductiveGreenZone,urf:custodian,,,,決定者,,,,urf:ProductiveGreenZoneurf:custodian,,,,urf:custodian,,,
urf,urf:ProductiveGreenZone,urf:notificationNumber,,,,告示番号（当初）,,,,urf:ProductiveGreenZoneurf:notificationNumber,,,,urf:notificationNumber,,,
urf,urf:ProductiveGreenZone,urf:finalNotificationNumber,,,,告示番号（最終）,,,,urf:ProductiveGreenZoneurf:finalNotificationNumber,,,,urf:finalNotificationNumber,,,
urf,urf:ProductiveGreenZone,urf:finalNotificationDate,,,,告示日（最終）,xs:date,,,urf:ProductiveGreenZoneurf:finalNotificationDate,,,,urf:finalNotificationDate,,,
urf,urf:ProductiveGreenZone,urf:urbanPlanType,,,,都市計画区域,,,,urf:ProductiveGreenZoneurf:urbanPlanType,,,,urf:urbanPlanType,,,
urf,urf:ProductiveGreenZone,urf:areaClassificationType,,,,区域区分,,,,urf:ProductiveGreenZoneurf:areaClassificationType,,,,urf:areaClassificationType,,,
urf,urf:ProductiveGreenZone,urf:nominalArea,,,,面積,,,,urf:ProductiveGreenZoneurf:nominalArea,,,,urf:nominalArea,,,
urf,urf:ProductiveGreenZone,urf:prefecture,,,,都道府県名,,,,urf:ProductiveGreenZoneurf:prefecture,,,,urf:prefecture,,,
urf,urf:ProductiveGreenZone,urf:city,,,,市区町村名,,,,urf:ProductiveGreenZoneurf:city,,,,urf:city,,,
urf,urf:ProductiveGreenZone,urf:reference,,,,参考,,,,urf:ProductiveGreenZoneurf:reference,,,,urf:reference,,,
urf,urf:ProductiveGreenZone,urf:reason,,,,理由,,,,urf:ProductiveGreenZoneurf:reason,,,,urf:reason,,,
urf,urf:ProductiveGreenZone,urf:note,,,,備考,,,,urf:ProductiveGreenZoneurf:note,,,,urf:note,,,
urf,urf:ProductiveGreenZone,(urf:surveyYear),,,,調査年度,xs:gYear,,,urf:ProductiveGreenZone(urf:surveyYear),,,,(urf:surveyYear),,,
urf,urf:ProductiveGreenZone,urf:lod1MultiSurface,,,,LOD1面（区域）,,,,urf:ProductiveGreenZoneurf:lod1MultiSurface,,,,urf:lod1MultiSurface,,,
urf,urf:ProductiveGreenZone,urf:boundary.Boundary,,,,境界,,,,urf:ProductiveGreenZoneBoundary,,,,Boundary,,,
urf,urf:ProductiveGreenZone,urf:boundary.Boundary,(urf:class),,,区分,,,,urf:ProductiveGreenZoneBoundary(urf:class),,,,Boundary,(urf:class),,
urf,urf:ProductiveGreenZone,urf:boundary.Boundary,urf:function,,,境界線の種類,,,,urf:ProductiveGreenZoneBoundaryurf:function,,,,Boundary,urf:function,,
urf,urf:ProductiveGreenZone,urf:boundary.Boundary,urf:usage,,,区域の種類,,,,urf:ProductiveGreenZoneBoundaryurf:usage,,,,Boundary,urf:usage,,
urf,urf:ProductiveGreenZone,urf:boundary.Boundary,urf:offset,,,オフセット量,,,,urf:ProductiveGreenZoneBoundaryurf:offset,,,,Boundary,urf:offset,,
urf,urf:ProductiveGreenZone,urf:boundary.Boundary,urf:offsetDirection,,,オフセット向き,,,,urf:ProductiveGreenZoneBoundaryurf:offsetDirection,,,,Boundary,urf:offsetDirection,,
urf,urf:ProductiveGreenZone,urf:boundary.Boundary,urf:location,,,境界線位置,,,,urf:ProductiveGreenZoneBoundaryurf:location,,,,Boundary,urf:location,,
urf,urf:ProductiveGreenZone,urf:location,,,,位置,,,,urf:ProductiveGreenZoneurf:location,,,,urf:location,,,
urf,urf:ProductiveGreenZone,urf:areaInTotal,,,,面積（合計）,,,,urf:ProductiveGreenZoneurf:areaInTotal,,,,urf:areaInTotal,,,
urf,urf:ProductiveGreenZone,urf:zoneNumber,,,,生産緑地区番号,,,,urf:ProductiveGreenZoneurf:zoneNumber,,,,urf:zoneNumber,,,
urf,urf:ProductiveGreenZone,urf:specification,,,,特定生産緑地指定の有無,,,,urf:ProductiveGreenZoneurf:specification,,,,urf:specification,,,
urf,urf:ConservationZoneForClustersOfTraditionalStructures,,,,,伝統的建造物群保存地区,,,,urf:ConservationZoneForClustersOfTraditionalStructures,,,,,,,
urf,urf:ConservationZoneForClustersOfTraditionalStructures,gml:description,,,,説明,,,,urf:ConservationZoneForClustersOfTraditionalStructuresgml:description,,,,gml:description,,,
urf,urf:ConservationZoneForClustersOfTraditionalStructures,gml:name,,,,名称,,,,urf:ConservationZoneForClustersOfTraditionalStructuresgml:name,,,,gml:name,,,
urf,urf:ConservationZoneForClustersOfTraditionalStructures,(gml:boundedBy),,,,範囲,,,,urf:ConservationZoneForClustersOfTraditionalStructures(gml:boundedBy),,,,(gml:boundedBy),,,
urf,urf:ConservationZoneForClustersOfTraditionalStructures,core:creationDate,,,,データ作成日,xs:date,,,urf:ConservationZoneForClustersOfTraditionalStructurescore:creationDate,,,,core:creationDate,,,
urf,urf:ConservationZoneForClustersOfTraditionalStructures,core:terminationDate,,,,データ削除日,xs:date,,,urf:ConservationZoneForClustersOfTraditionalStructurescore:terminationDate,,,,core:terminationDate,,,
urf,urf:ConservationZoneForClustersOfTraditionalStructures,(core:relativeToTerrain),,,,地表との関係,,,,urf:ConservationZoneForClustersOfTraditionalStructures(core:relativeToTerrain),,,,(core:relativeToTerrain),,,
urf,urf:ConservationZoneForClustersOfTraditionalStructures,(core:relativeToWater),,,,水面との関係,,,,urf:ConservationZoneForClustersOfTraditionalStructures(core:relativeToWater),,,,(core:relativeToWater),,,
urf,urf:ConservationZoneForClustersOfTraditionalStructures,(urf:class),,,,分類,,,,urf:ConservationZoneForClustersOfTraditionalStructures(urf:class),,,,(urf:class),,,
urf,urf:ConservationZoneForClustersOfTraditionalStructures,urf:function,,,,地域地区の種類,,,,urf:ConservationZoneForClustersOfTraditionalStructuresurf:function,,,,urf:function,,,
urf,urf:ConservationZoneForClustersOfTraditionalStructures,(urf:usage),,,,用途,,,,urf:ConservationZoneForClustersOfTraditionalStructures(urf:usage),,,,(urf:usage),,,
